onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",drilling and boring machine tool setters operators and tenders metal and plastic,,89,4,4,Automatic Driller and Reamer | Automatic Drilling Machine Operator | Barrel Driller | Billet Driller | Bore Mill Operator | Borematic Machine Operator | Borematic Operator | Borer,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | sap software | automated inventory software | computerized numerical control cnc software
51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",grinding lapping polishing and buffing machine tool setters operators and tenders metal and plastic,,256,4,6,Abrasive Worker | Air Grinder | Aluminum Polisher | Automatic Grinder Operator | Axle Bearing Polisher | Axle Polisher | Balance Screwhead Polisher | Band Reamer Machine Operator,mathematics | computers and electronics | engineering and technology | telecommunications,autodesk autocad | microsoft excel | microsoft windows | sap software | manufacturing reporting system | mazak mazatrol smart cnc
51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",lathe and turning machine tool setters operators and tenders metal and plastic,,124,4,5,Automatic Screwmaker | Automatic Spinning Lathe Operator | Automatic Spinning Lathe Setter | Axle Turner | Back Facer | Balance Recesser | Balance Wheel Facer | Bar Pointer,engineering and technology | mathematics | computers and electronics | telecommunications,autodesk hsmworks | computer numerical control cnc editor software | g-code | inventory tracking software | m-code
51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",milling and planing machine setters operators and tenders metal and plastic,,72,4,13,Barrel Rib Matting Machine Operator | Barrel Rifler | Boring Mill Operator | Broacher | Broaching Machine Operator | Broaching Machine Set Up Operator | CNC Licensed Mill Operator (Computer Numerical Control Licensed Mill Operator) | CNC Mill Operator (Computer Numerical Control Mill Operator),mathematics | computers and electronics | engineering and technology | telecommunications,autodesk autocad | extensible markup language xml | microsoft excel | editcnc | g-code | kentech machine shop software | m-code | mastercam computer-aided design and manufacturing software
51-4041.00,Machinists,machinists,,52,4,15,Aircraft Machinist | Auto Machinist (Automotive Machinist) | CNC Lathe Machinist (Computer Numeric Controlled Lathe Machinist) | CNC Lathe Machinist (Computer Numerically Controlled Lathe Machinist) | CNC Machinist (Computer Numeric Controlled Machinist) | CNC Machinist (Computer Numerical Control Machinist) | CNC Machinist (Computer Numerically Controlled Machinist) | CNC Mill Machinist (Computer Numeric Controlled Mill Machinist),mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | dassault systemes solidworks | microsoft excel | sap software | g-code | mastercam computer-aided design and manufacturing software | 3d printing software | armchair machinist software
51-4051.00,Metal-Refining Furnace Operators and Tenders,metal-refining furnace operators and tenders,,168,4,4,Arc and Argon Oxygen Decarburization Melter (ARC and AOD Melter) | Automatic Furnace Operator | Backbreaker | Bessemer Converter Blower | Bessemer Converter Operator | Bessemer Regulator | Blade Bender Furnace Tender | Blast Furnace Blower,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | process control software | process safety management software | production tracking system software
51-4052.00,"Pourers and Casters, Metal",pourers and casters metal,,32,4,2,Aluminum Pourer | Billet Header | Brass Pourer | Buggy Ladle Tender | Bull Ladle Tender | Busher | Caster | Casting Machine Operator,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | husky injection molding systems shotscope nx
51-4061.00,"Model Makers, Metal and Plastic",model makers metal and plastic,,45,4,3,Aircraft Mockup Builder | Appliances Sample Maker | Auto Manufacturing Model Maker (Automotive Manufacturing Model Maker) | CNC Machinist (Computer Numerical Control Machinist) | CNC Operator (Computer Numerical Control Operator) | CNC Programmer (Computer Numerical Control Programmer) | Clock and Watch Model Maker | Dioramist,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | cnc software mastercam | ptc creo parametric
51-4062.00,"Patternmakers, Metal and Plastic",patternmakers metal and plastic,,41,4,5,Acoustical Tile Patternmaker | All-Around Patternmaker | Boilermaker Loftsman | Chart Writer | Computer Patternmaker | Die Cast Die Maker | Die Inspector | Die Technician,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | 3d systems geomagic design x | delcam powermill | mastercam computer-aided design and manufacturing software
51-4071.00,Foundry Mold and Coremakers,foundry mold and coremakers,,43,4,7,Airset Caster | Airset Molder | Bond Runner | Core Baker | Core Drier | Core Machine Operator | Core Maker | Core Microarchitect,engineering and technology | mathematics | computers and electronics | telecommunications,autodesk autocad | dassault systemes solidworks | cnc software mastercam | computer aided manufacturing cam software | inventory tracking software | machine control software | ptc creo parametric
51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",molding coremaking and casting machine setters operators and tenders metal and plastic,,139,4,7,Aluminum Molder | Aluminum Molding Machine Operator | Automatic Casting Machine Operator | Babbitt Spinner | Babbitter | Bench Molder | Bender Machine Operator | Bit Bender,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | fanuc robotics irvision | hotflo die-shot monitor | intera systems hawk-i | robotware diecast | visi-trak true-trak 20 / 20
51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",multiple machine tool setters operators and tenders metal and plastic,,62,4,8,Automatic Wheel-Line Operator | Ballistics Laboratory Gunsmith | CNC Machine Setter (Computer Numerically Controlled Machine Setter) | Cell Technician | Centrifugal Control Switch Machine Operator | Clock Machine Setter | Combination Machine Tool Operator | Combination Machine Tool Setter,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | microsoft windows | sap software | email software | enterprise resource planning erp software | spreadsheet software | word processing software
51-4111.00,Tool and Die Makers,tool and die makers,,63,4,15,Bench Tool Maker | Broach Setter | Cam Maker | Carbide Operator | Carbide Tool Maker | Cutlery and Tools Saw Maker | Die Assembler | Die Baker,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | bentley microstation | dassault systemes solidworks | microsoft excel | microsoft project | sap software | 1cadcam unigraphics | autodesk inventor
51-4121.00,"Welders, Cutters, Solderers, and Brazers",welders cutters solderers and brazers,,133,4,11,Acetylene Burner | Acetylene Cutter | Acetylene Operator | Acetylene Torch Burner | Acetylene Torch Operator | Acetylene Torch Solderer | Aluminum Welder | Arc Cutter,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | microsoft windows | oracle database | enterprise resource planning erp software | ez pipe | fred s tip cartridge picker | ibm notes | omnifleet equipment maintenance management
51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",welding soldering and brazing machine setters operators and tenders,,72,4,9,Aluminum Welder | Arc Welding Machine Operator | Arc and Gas Welder | Billet Assembler | Braze Operator | Brazing Machine Operator | Brazing Machine Setter | Brazing Machine Setter Operator,engineering and technology | mathematics | computers and electronics | telecommunications,linux | microsoft excel | microsoft windows | sap software | email software | enterprise resource planning erp software | spreadsheet software | tool center point tcp setting software
51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",heat treating equipment setters operators and tenders metal and plastic,,89,4,3,Annealer | Annealing Furnace Operator | Annealing Furnace Tender | Annealing Oven Operator | Annealing Torch Operator | Bagger | Base-Draw Operator | Batch Heat Treat Operator,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | sap software | enterprise resource planning erp software
51-4192.00,"Layout Workers, Metal and Plastic",layout workers metal and plastic,,29,4,6,Aircraft Lay Out Worker | Bellmaker | Development Mechanic | Dimensional Inspector | Duplicator | Hangersmith | Lay-Out Worker | Layout Fabricator,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | computer aided design cad software | hexagon metrology pc-dmis | inventory tracking software | optical gaging products measure-x
51-4193.00,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",plating machine setters operators and tenders metal and plastic,,111,4,5,Alodize Machine Operator | Anode Machine Operator | Anodic Operator | Anodic Treater | Anodize Machine Operator | Anodizer | Anodizing Line Operator | Anodizing Operator,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | computer aided design cad software | hazardous materials management hms software | oracle advanced procurement
51-4194.00,"Tool Grinders, Filers, and Sharpeners",tool grinders filers and sharpeners,,53,4,6,Card Grinder | Computer Numerical Control Grinding Technician (CNC Grinding Technician) | Crankshaft Grinder | Cutter Grind Tool Technician | Cutter Grinder | Cutting Tool Sharpener | Cylinder Grinder | Deburrer,mathematics | engineering and technology | computers and electronics | telecommunications,dassault systemes solidworks | microsoft excel | anca toolroom | ibm lotus notes | vero software edgecam | zoller
51-4199.00,"Metal Workers and Plastic Workers, All Other",metal workers and plastic workers all other,,280,0,0,Anvil Seating Press Operator | Arbor Press Operator | Assembly Machine Tender | Automatic Engraver | Automatic Wheel Line Operator | Balancer | Balancing Machine Operator | Bale Tie Machine Operator,,
51-5111.00,Prepress Technicians and Workers,prepress technicians and workers,,197,4,15,Ad Compositor | Ad Setter | Advertisement Compositor | Advertising Layout Worker | Bankman | Blueprint Blocker | Blueprint Cutter | Blueprint Developer,computers and electronics | mathematics | engineering and technology | telecommunications,adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | microsoft excel | adobe acrobat | adobe director | adobe framemaker
51-5112.00,Printing Press Operators,printing press operators,,211,4,15,Aniline Press Worker | Back Up Machine Operator | Backer | Bag Press Operator | Bag Printer | Balloon Design Printer | Bander and Liner Operator | Ben-Day Artist,computers and electronics | mathematics | engineering and technology | telecommunications,adobe acrobat | adobe illustrator | adobe indesign | adobe photoshop | microsoft excel | sap software | aabach graphic systems digra | adobe lifecycle production print es3
51-5113.00,Print Binding and Finishing Workers,print binding and finishing workers,,68,4,8,Bander | Binder | Binder Operator | Bindery Associate | Bindery Cutter | Bindery Cutter Operator | Bindery Folder Operator | Bindery Machine Operator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | email software | houchen bindery library automated retrieval system lars | label printing software | microsoft publisher | trade bindery software bindery estimating system | trade bindery software bindery management system | web browser software
51-6011.00,Laundry and Dry-Cleaning Workers,laundry and dry-cleaning workers,,160,4,9,Assorter | Bag Hanger | Bag Washer | Benzene Washer | Benzene Worker | Blanket Washer | Box Storage Worker | Bundle Breaker,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | microsoft windows | cents | curbside laundries wash and fold pos software | email software | property management system pms software | sales processing software | wash-dry-fold pos
51-6021.00,"Pressers, Textile, Garment, and Related Materials",pressers textile garment and related materials,,89,4,2,All-Around Presser | Armhole Presser | Automatic Presser | Blocker | Boarder | Bobbin Presser | Brim Presser | Buffing Wheel Presser,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | email software
51-6031.00,Sewing Machine Operators,sewing machine operators,,401,4,3,Appliquer | Apron Operator | Armhole Sewer | Automat Watcher | Automatic Hemmer | Automatic Seamer | Automatic Serging Machine Operator | Automatic Shirring Machine Operator,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft excel | email software | web browser software
51-6041.00,Shoe and Leather Workers and Repairers,shoe and leather workers and repairers,,60,4,5,Back Shoe Cutter | Bench Hand | Boot Maker | Boot Repairer | Boot and Saddle Repair Person | Bootmaker | Cobbler | Custom Leather Products Maker,engineering and technology | mathematics | telecommunications | computers and electronics,microsoft excel | bookkeeping software | financial accounting software | inventory tracking software | sale processing software
51-6042.00,Shoe Machine Operators and Tenders,shoe machine operators and tenders,,430,4,4,Anchor Operator | Anchorer | Ankle Patch Molder | Apron Trimmer | Arch Cushion Press Operator | Archer | Back Closer | Back Stayer,engineering and technology | mathematics | computers and electronics | telecommunications,adobe acrobat | microsoft excel | inventory tracking software | production control software
51-6051.00,"Sewers, Hand",sewers hand,,44,4,9,Alteration Specialist | Apparel Specialist | Bale Sewer | Baseball Hand Sewer | Beadworker | Casing Sewer | Cloth Bale Header | Clothier,mathematics | computers and electronics | telecommunications | engineering and technology,adobe illustrator | adobe photoshop | microsoft excel | adobe freehand mx | corel coreldraw graphics suite | drawing software | embroidery design software | graphics digitizing software
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",tailors dressmakers and custom sewers,,85,4,7,Alteration Tailor | Alterations Associate | Alterations Expert | Alterations Sewer | Alterations Specialist | Alterations Tailor | Alterations and Tailor Shop Fitter | Alterations and Tailor Shop Sewer,mathematics | engineering and technology | computers and electronics | telecommunications,google docs | microsoft excel | arbelsoft tailormax | bookkeeping software | garment design software | inventory tracking software | tailor master
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,textile bleaching and dyeing machine operators and tenders,,134,4,4,Ager | Ager Operator | Ager Tender | Aging Box Hand | Ammonia Box Operator | Ammonia Box Tender | Ash Kier Boiler | Autoclave Operator,mathematics | computers and electronics | engineering and technology | telecommunications,linux | microsoft excel | sap software | hewlett-packard hp openvms
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",textile cutting machine setters operators and tenders,,106,4,5,Automated Cutting Machine Operator | Automatic Die Cutting Machine Operator | Automatic Folding Machine Operator | Automatic Label Cutting Machine Operator | Band Cutter | Barrel Drum Cutter | Bedspread Cutter | Bias Cutting Machine Operator,mathematics | computers and electronics | engineering and technology | telecommunications,autodesk autocad | microsoft excel | microsoft windows | sap software | haisen software system
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",textile knitting and weaving machine setters operators and tenders,,108,4,2,Automated Weaver | Automatic Full-Fashioned Hosiery Knitting Machine Operator | Automatic Pad-Making Machine Operator | Belt Weaver | Blanket Weaver | Braid Pattern Setter | Broadloom Weaver | Carpet Loom Fixer,computers and electronics | mathematics | engineering and technology | telecommunications,microsoft excel | computer aided manufacturing cam software
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",textile winding twisting and drawing out machine setters operators and tenders,,250,4,2,Automatic Beam Warper Tender | Automatic Quilling Machine Operator | Automatic Thread Winder | Automatic Winder Operator | Axminster Rug Setter | Back Winder | Backwinder | Ball Fringe Machine Operator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | computer aided manufacturing cam software
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",extruding and forming machine setters operators and tenders synthetic and glass fibers,,29,4,6,Beamer Operator | Beaming Machine Operator | Blown Film Extrusion Operator | Box Spinner | Drawbench Operator | Extruder | Extruder Operator | Extrusion Line Operator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | apache hadoop yarn | camstar manufacturing execution system mes | operational databases | statistical process control spc software
51-6092.00,Fabric and Apparel Patternmakers,fabric and apparel patternmakers,,34,4,8,Apparel Patternmaker | Clothing Pattern Preparer | Clothing Patternmaker | Computer Patternmaker | Cutter | Designer | Draper | Embroidery Operator,mathematics | engineering and technology | computers and electronics | telecommunications,adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | autodesk autocad | microsoft excel | gerber technology accumark | patternmaker
51-6093.00,Upholsterers,upholsterers,,44,4,6,Aircraft Seat Upholsterer | Arm Maker | Arm Rest Builder | Automobile Upholsterer (Auto Upholsterer) | Automotive Upholsterer | Body Trimmer Upholsterer | Box Spring Upholsterer | Car Seat Coverer,mathematics | engineering and technology | telecommunications | computers and electronics,autodesk autocad | intuit quickbooks | microsoft excel | microsoft windows | enterprise resource planning erp software | libreoffice draw
51-6099.00,"Textile, Apparel, and Furnishings Workers, All Other",textile apparel and furnishings workers all other,,587,0,0,Airplane Cover Maker | Airplane Coverer | Apparel Embroidery Digitizer | Attenuator | Awning Maker | Batcher | Batt Machine Operator | Battery Filler,,
51-7011.00,Cabinetmakers and Bench Carpenters,cabinetmakers and bench carpenters,,56,4,6,Accordion Maker | Antique Furniture Repairer | Antique Repairer | Boat Oar Maker | Bow Maker | Cabinet Assembler | Cabinet Builder | Cabinet Designer,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | microsoft windows | computer aided design cad software | computer estimation software | computerized maintenance management system cmms
51-7021.00,Furniture Finishers,furniture finishers,,49,4,4,Antique Finisher | Antique Refinisher | Antiquer | Cabinet Finisher | Caner | Chair Finisher | Finish Patcher | Finish Repair Worker,mathematics | engineering and technology | computers and electronics | telecommunications,intuit quickbooks | dupont colornet | dupont spies hecker wizard | web browser software
51-7031.00,"Model Makers, Wood",model makers wood,,30,4,3,Aircraft Model Maker | Architectural Wood Model Maker | Builder | Building Craftsman | Craftsman | Jig Builder | Jig Maker | Last Model Maker,engineering and technology | mathematics | computers and electronics | telecommunications,microsoft excel | dassault systemes catia | siemens nx
51-7032.00,"Patternmakers, Wood",patternmakers wood,,14,4,6,Forms Builder | Mold Forms Builder | Mold Maker | Pattern Engineer | Pattern Maker | Pattern Worker | Patternmaker | Production Patternmaker,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | 3d systems geomagic design x | computer aided design cad software | delcam powermill | mastercam computer-aided design and manufacturing software
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",sawing machine setters operators and tenders wood,,187,4,4,Automatic Bandsaw Tender | Automatic Edger | Automatic Log Cut-Off Sawyer | Backup Sawyer | Band Saw Operator | Band Saw Runner | Band Sawyer | Band Scroll Saw Operator,mathematics | engineering and technology | computers and electronics | telecommunications,adobe acrobat | microsoft excel | automated inventory software | computerized numerical control cnc software
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",woodworking machine setters operators and tenders except sawing,,286,4,15,Adzing and Boring Machine Operator | Artificial Log Machine Operator | Automatic Clipper | Automatic Nailing Machine Operator | Automatic Profile Shaper Operator | Balloon Sander | Band Nailer | Bander,mathematics | engineering and technology | computers and electronics | telecommunications,adobe acrobat | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | apple macos | autodesk autocad | dassault systemes solidworks
51-7099.00,"Woodworkers, All Other",woodworkers all other,,41,0,0,Accordion Maker | Airplane Woodworker | Belly Builder | Boat Oar Maker | Dry House Attendant | Dyer | Furniture Reproducer | Gun Stock Checker,,
51-8011.00,Nuclear Power Reactor Operators,nuclear power reactor operators,,20,4,10,Control Operator | Control Room Agent | Control Room Officer | Control Room Operator | Licensed Nuclear Control Room Operator | Licensed Reactor Operator | Nuclear Control Operator | Nuclear Control Room Non-Licensed Operator,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft access | microsoft azure software | microsoft excel | microsoft power automate | microsoft power bi | microsoft sharepoint | structured query language sql | outage management system oms
51-8012.00,Power Distributors and Dispatchers,power distributors and dispatchers,,38,4,15,Auxiliary Operator | Board Operator | Control Area Operator | Control Board Operator | Control Operator | Control Room Operator | DSO (Distribution System Operator) | Dispatcher,mathematics | computers and electronics | telecommunications | engineering and technology,microsoft access | microsoft excel | sap software | abb microscada pro dms | abb microscada pro sys | abb psguard | catapult software ipower scada | distribution automation system software
51-8013.00,Power Plant Operators,power plant operators,,81,4,15,Asphalt Plant Operator | Auxiliary Equipment Tender | Auxiliary Operator | Auxiliary Power Equipment Operator | Batch Plant Operator | Booster Operator | Booster Plant Operator | Booster Pump Operator,engineering and technology | telecommunications | computers and electronics | mathematics,microsoft excel | microsoft access | sap software | computerized maintenance management system cmms | continuous emissions monitoring systems cems | distributed control system dcs | email software | emerson ovation
51-8013.03,Biomass Plant Technicians,biomass plant technicians,,16,4,5,Auxiliary Operator | Biomass Boiler Operator | Biomass Plant Operator | Biomass Plant Technician | Central Heating Plant Operator | Centrifugal Chiller Technician | Chiller Operator | Chiller Technician,engineering and technology | computers and electronics | mathematics | telecommunications,microsoft excel | distributed control system dcs | energy analysis software | inventory control software | national instruments labview
51-8013.04,Hydroelectric Plant Technicians,hydroelectric plant technicians,,26,4,6,Communications and Instrumentation Mechanic (C and I Mechanic) | Hydro Mechanic | Hydro Operator | Hydro Plant Technician (Hydro Plant Tech) | Hydro Technician (Hydro Tech) | Hydroelectric Machinery Mechanic | Hydroelectric Mechanic | Hydroelectric Operations Maintenance Technician (Hydroelectric Operations Maintenance Tech),mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | computerized maintenance management system cmms | distributed control system dcs | ibm lotus notes | supervisory control and data acquisition scada software | web browser software
51-8021.00,Stationary Engineers and Boiler Operators,stationary engineers and boiler operators,,76,4,14,Air Compressor Engineer | Air Compressor Operator | Air Conditioning Engineer (AC Engineer) | Air Plant Engineer | Auxiliary Operator | Blowing Engineer | Boiler Engineer | Boiler Fireman,engineering and technology | computers and electronics | mathematics | telecommunications,microsoft active server pages asp | microsoft excel | sap software | building management system software | computerized maintenance management system cmms | database software | email software | graphics software
51-8031.00,Water and Wastewater Treatment Plant and System Operators,water and wastewater treatment plant and system operators,,58,4,14,Basin Tender | Biosolids Management Technician (Biosolids Management Tech) | Clarifying Plant Operator | Disposal Operator | Disposal Plant Operator | Drinking Water Technician (Drinking Water Tech) | Filter Tender | Filterer,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | compliance software | data logging software | database software | geographic information system gis systems | human machine interface hmi software | material safety data sheet msds software | operating system software
51-8091.00,Chemical Plant and System Operators,chemical plant and system operators,,37,4,5,Ammonia Still Operator | Ammonia Technician | Badger Distiller Operator | Bucket Wash Operator | Chemical Operator | Chemical Plant Operator | Chemical Process Operator | Chemical Production Operator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | alarm management system software | coordinated incident management system cims software | distributed control system dcs | interlock shutdown systems
51-8092.00,Gas Plant Operators,gas plant operators,,45,4,8,Bulk Gas Specialist | Compressor Technician (Compressor Tech) | Engine Room Operator | Field Gauger | Field Technician (Field Tech) | Fuel Attendant | Gas Controller | Gas Dispatcher,computers and electronics | mathematics | engineering and technology | telecommunications,google android | microsoft excel | sap software | aspentech hysys | operating log software | quorum pgas | supervisory control and data acquisition scada software | work scheduling software
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",petroleum pump system operators refinery operators and gaugers,,46,4,5,Absorption Plant Operator | Board Operator | Control Board Operator | Control Operator | Control Panel Operator | Control Panel Technician (Control Panel Tech) | Crude Unit Operator | Dock Operator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | email software | inventory tracking software | programmable logic controller plc software | supervisory control and data acquisition scada software
51-8099.00,"Plant and System Operators, All Other",plant and system operators all other,,29,0,0,Asphalt Plant Operator | Batch Plant Operator | Batch and Furnace Operator | Batcher Operator | Bulk Plant Operator | Cement Boat and Barge Loader | Charge Machine Operator | Chief Lock Tender Operator,,
51-8099.01,Biofuels Processing Technicians,biofuels processing technicians,data_science,17,4,11,Biodiesel Process Control Technician | Biodiesel Processing Technician | Biodiesel Production Associate | Biodiesel Production Technician | Biofuels Data Scientist | Biofuels Processing Technician | Biofuels Production Associate | Biofuels Production Technician,computers and electronics | engineering and technology | mathematics | telecommunications,microsoft excel | python | r | sas | tableau | computerized maintenance management system cmms | data visualization software | digital control systems dcs
51-9011.00,Chemical Equipment Operators and Tenders,chemical equipment operators and tenders,,141,4,4,Acetone Recovery Worker | Acetylene Plant Operator | Acid Bleacher | Acid Cleaner | Acid Concentrator | Acid Condenser | Acid Extractor | Acid Maker,computers and electronics | mathematics | engineering and technology | telecommunications,microsoft excel | sap software | ibm notes | operational databases
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",separating filtering clarifying precipitating and still machine setters operators and tenders,,382,4,5,Absorber Operator | Absorption Operator | Acetone Recovery Worker | Acetylene Plant Operator | Acid Extractor | Acid Purifier | Almond Blancher Operator | Almond Huller,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | email software | spreadsheet software | word processing software
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",crushing grinding and polishing machine setters operators and tenders,,284,4,5,Abrasive Grinder | Air Bag Buffer | Air Chipper | Automatic Blocker | Automatic Buffer | Automatic Corn Grinder Operator | Automatic Grinding Machine Operator | Automatic Pattern Edger,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | email software | spreadsheet software | word processing software
51-9022.00,"Grinding and Polishing Workers, Hand",grinding and polishing workers hand,,93,4,1,Aircraft Skin Burnisher | Balance Wheel Arm Burnisher | Balance Wheel Hand Filer | Barrel Finisher | Beveler | Bit Shaver | Buffer | Burrer,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",mixing and blending machine setters operators and tenders,,326,4,8,Abrasive Mixer | Acetylene Cylinder Packing Mixer | Acid Adjuster | Acid Blower | Acid Mixer | Ammonia Worker | Asphalt Blender | Asphalt Mixer,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | microsoft windows | sap software | email software | enterprise resource planning erp software | operational databases | spreadsheet software | word processing software
51-9031.00,"Cutters and Trimmers, Hand",cutters and trimmers hand,,114,4,1,Aluminum Sheet Cutter | Basting Puller | Belt Splicer | Bright Cutter | Bucker | Buttoner | Buttonhole Maker | Buttonhole Marker,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",cutting and slicing machine setters operators and tenders,,352,4,2,Abrasive Sawyer | Almond Cutting Machine Tender | Angle Shearer | Apple Peeler Operator | Applique Cutter | Arch Cushion Skiving Machine Operator | Automatic Glass Cutting Machine Operator | Automatic Outsole Cutter,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",extruding forming pressing and compacting machine setters operators and tenders,,276,4,5,Abrasive Wheel Molder | Air Bag Curer | Alfalfa Dehydrator Operator | Arch Cushion Press Operator | Artificial Log Machine Operator | Auger Press Operator | Automatic Lump Making Machine Tender | Bag Bailer,computers and electronics | mathematics | engineering and technology | telecommunications,microsoft excel | sap software | enterprise resource planning erp software | operational databases | production scheduling software
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",furnace kiln oven drier and kettle operators and tenders,,206,4,3,Ager Operator | Annealer | Annealing Operator | Autoclave Operator | Automated Process Operator | Back Tender | Backing-in Machine Tender | Ballman,computers and electronics | mathematics | telecommunications | engineering and technology,microsoft excel | inventory tracking software | machine operation software
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",inspectors testers sorters samplers and weighers,,940,4,15,Abrasive Grader | Acid Tester | Air Box Tester | Air Conditioning Unit Tester (AC Unit Tester) | Air Sampler | Air Value Tester | Aircraft Instrument Tester | Aircraft Launching and Arresting Systems Inspector,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | apache hive | atlassian jira | autodesk autocad | dassault systemes solidworks | extensible markup language xml | microsoft access | microsoft sharepoint
51-9071.00,Jewelers and Precious Stone and Metal Workers,jewelers and precious stone and metal workers,,91,4,11,Antique Jewelry Repairer | Appraisal Technician (Appraisal Tech) | Appraiser | Arborer | Artisan Jeweler | Artist | Bead Maker | Bench Jeweler,engineering and technology | mathematics | computers and electronics | telecommunications,adobe illustrator | adobe photoshop | intuit quickbooks | microsoft excel | computer assisted jewelry design cad software | customer information databases | inventory tracking software | jewelry store point of sale pos software
51-9071.06,Gem and Diamond Workers,gem and diamond workers,,45,4,7,Brilliandeer | Brilliandeer Lopper | Clarity Expert | Diamond Assorter | Diamond Cleaner | Diamond Cleaver | Diamond Cutter | Diamond Die Driller,mathematics | computers and electronics | telecommunications | engineering and technology,business accounting software | gem identification databases | gemcad | inventory tracking software | jewelry design software | spectrophotometer analysis software | web browser software
