normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/machine-learning-software-engineer-capital-markets-placement-tysons-corner-va-22102/10120548/3625 15501739 icid sr438-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Machine-Learning-Software-Engineer-Capital-Markets-Placement-Tysons-Corner-VA-22102/10120548/3625_15501739?icid=sr438-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/manager-data-science-cybercoders-woodland-hills-ca-91364/cybercod/mr 26 234514878261 icid sr449-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Manager-Data-Science-CyberCoders-Woodland-Hills-CA-91364/cybercod/MR%26%234514878261?icid=sr449-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/marketing-data-scientist 26 2347analyst-teksystems 2c-inc -san-jose-ca-95172/10105424/6532847 26 2345349 icid sr196-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Marketing-Data-Scientist%26%2347Analyst-TEKsystems%2C-Inc.-San-Jose-CA-95172/10105424/6532847%26%2345349?icid=sr196-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/marketing-data-scientist-cybercoders-cambridge-ma-02138/cybercod/bw4 26 234514575331 icid sr192-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Marketing-Data-Scientist-CyberCoders-Cambridge-MA-02138/cybercod/BW4%26%234514575331?icid=sr192-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/marketing-data-scientist-cybercoders-san-diego-ca-92101/cybercod/pm6 26 234514591491 icid sr214-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Marketing-Data-Scientist-CyberCoders-San-Diego-CA-92101/cybercod/PM6%26%234514591491?icid=sr214-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/master-data-engineer-capital-markets-placement-vienna-va-22027/10120548/3625 15709992 icid sr439-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Master-Data-Engineer-Capital-Markets-Placement-Vienna-VA-22027/10120548/3625_15709992?icid=sr439-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/microsoft-stack-software-engineer-consultnet 2c-llc-new-york-ny-10001/cxcnetut/18 26 234502356 icid sr427-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Microsoft-Stack-Software-Engineer-ConsultNet%2C-LLC-New-York-NY-10001/cxcnetut/18%26%234502356?icid=sr427-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/multiple-business-analyst-to-work-with-key-stakeholders-for-healthcare-softw-qat-global-austin-tx-78702/10119253/649376 icid sr432-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Multiple-Business-Analyst-to-work-with-key-stakeholders-for-healthcare-softw-QAT-Global-Austin-TX-78702/10119253/649376?icid=sr432-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/multiple-business-analyst-to-work-with-key-stakeholders-for-healthcare-softw-qat-global-lenexa-ks-66210/10119253/00936 icid sr433-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Multiple-Business-Analyst-to-work-with-key-stakeholders-for-healthcare-softw-QAT-Global-Lenexa-KS-66210/10119253/00936?icid=sr433-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/natural-language-processing- 28nlp 29-senior-architect- 26 2347-sr -data-scienti-omm-it-solutions-baltimore-md-21201/90934554/616380 icid sr444-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Natural-Language-Processing-%28NLP%29-Senior-Architect-%26%2347-Sr.-Data-Scienti-Omm-IT-Solutions-Baltimore-MD-21201/90934554/616380?icid=sr444-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/natural-language-processing-data-scientist-cybercoders-san-jose-ca-95101/cybercod/sm9 26 234514845121 icid sr287-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Natural-Language-Processing-Data-Scientist-CyberCoders-San-Jose-CA-95101/cybercod/SM9%26%234514845121?icid=sr287-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/nlp-data-scientist-xscion-solutions-rockville-md-20847/10124587/502945 icid sr258-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/NLP-Data-Scientist-xScion-Solutions-Rockville-MD-20847/10124587/502945?icid=sr258-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/oop-data-scientist-matlen-silver-charlotte-nc-28202/90979153/642051 icid sr268-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/OOP-Data-Scientist-Matlen-Silver-Charlotte-NC-28202/90979153/642051?icid=sr268-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/pre 26 2345sales-engineer- 26 2345-east-coast 26 2347nyc-cybercoders-new-york-ny-10001/cybercod/kh4 26 234514641261 icid sr410-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Pre%26%2345Sales-Engineer-%26%2345-East-Coast%26%2347NYC-CyberCoders-New-York-NY-10001/cybercod/KH4%26%234514641261?icid=sr410-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist- 26 2345-eden-prairie 2c-mn-unitedhealth-group-eden-prairie-mn-55343/uhgbot/786116 icid sr337-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Principal-Data-Scientist-%26%2345-Eden-Prairie%2C-MN-UnitedHealth-Group-Eden-Prairie-MN-55343/uhgbot/786116?icid=sr337-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist- 26 2345-telecommute-central-or-eastern-time-zones-unitedhealth-group-minnetonka-mn-55305/uhgbot/786225 icid sr344-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Principal-Data-Scientist-%26%2345-Telecommute-Central-or-Eastern-Time-Zones-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/786225?icid=sr344-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist-footlocker 2c-inc-bradenton-fl-34205/10433899s/590744 icid sr153-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/PRINCIPAL-DATA-SCIENTIST-Footlocker%2C-Inc-Bradenton-FL-34205/10433899S/590744?icid=sr153-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist-prestige-staffing-austin-tx-78759/10123949/547744 icid sr193-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Prestige-Staffing-Austin-TX-78759/10123949/547744?icid=sr193-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist-talener-boston-ma-02109/10226910/ba1711671010 icid sr209-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Principal-Data-Scientist-Talener-Boston-MA-02109/10226910/BA1711671010?icid=sr209-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/principal-data-scientist-the-csi-companies-boca-raton--/10113246/39531 icid sr220-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Principal-Data-Scientist-The-CSI-Companies-Boca-Raton--/10113246/39531?icid=sr220-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/python-developer-prime-team-partners 2c-inc-seattle-wa-98101/10118781/a0ef4000002nu58aaa icid sr413-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Python-Developer-Prime-Team-Partners%2C-Inc-Seattle-WA-98101/10118781/a0ef4000002nu58AAA?icid=sr413-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/quant-analyst- 26 2345data-scientist- 2cinvestment-banking-client 2cboston-atyeti-boston-ma-02110/10378739/640637 icid sr352-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Quant-Analyst-%26%2345Data-Scientist-%2CInvestment-banking-client%2CBoston-Atyeti-Boston-MA-02110/10378739/640637?icid=sr352-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/quant-data-scientist-atyeti-boston-ma-02127/10378739/637896 icid sr263-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Quant-Data-Scientist-Atyeti-Boston-MA-02127/10378739/637896?icid=sr263-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/quantitative-data-scientist-suntechpros 2c-inc -boston-ma-02116/rtl208955/asvt 26 23457103 icid sr259-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Quantitative-Data-Scientist-SunTechPros%2C-Inc.-Boston-MA-02116/RTL208955/ASVT%26%23457103?icid=sr259-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/quantitative-researcher 26 2345equities-selby-jennings-boston-ma-02117/90819980/184654013 26 2345460 icid sr403-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Quantitative-Researcher%26%2345Equities-Selby-Jennings-Boston-MA-02117/90819980/184654013%26%2345460?icid=sr403-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/req 3a-data-scientist-onwardpath-technology-solutions-llc-chicago-il-60610/10455053/ds1010 icid sr306-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Req%3A-Data-Scientist-OnwardPath-Technology-Solutions-LLC-Chicago-IL-60610/10455053/DS1010?icid=sr306-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/saas-marketing-manager-data-scientist-titan-technologies 2c-inc -pittsburgh-pa-15201/10447565/saas icid sr320-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/SaaS-Marketing-Manager-Data-Scientist-Titan-Technologies%2C-Inc.-Pittsburgh-PA-15201/10447565/SAAS?icid=sr320-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-big-data-engineer-greensky-credit-atlanta-ga-30301/90790689/624048 icid sr447-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Big-Data-Engineer-GreenSky-Credit-Atlanta-GA-30301/90790689/624048?icid=sr447-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-computer-vision- 26 2347-image-processing-engineer-cybercoders-boston-ma-02108/cybercod/bs3 26 234514852051 icid sr380-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Computer-Vision-%26%2347-Image-Processing-Engineer-CyberCoders-Boston-MA-02108/cybercod/BS3%26%234514852051?icid=sr380-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-engineer-comlinkdata-boston-ma-02110/rtx1cd0fd/5660288 icid sr430-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Engineer-Comlinkdata-Boston-MA-02110/RTX1cd0fd/5660288?icid=sr430-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-engineering-analyst- 26 2345-noida 2c-up- 28multiple-locations 29-unitedhealth-group-noida--/uhgbot/784562 icid sr429-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Engineering-Analyst-%26%2345-Noida%2C-UP-%28Multiple-Locations%29-UnitedHealth-Group-Noida--/uhgbot/784562?icid=sr429-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-science-manager-the-robinson-group-cincinnati-oh-45240/10101529/501 icid sr371-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Science-Manager-The-Robinson-Group-Cincinnati-OH-45240/10101529/501?icid=sr371-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist 2c-finance-regis-corporation-minneapolis-mn-55401/10122923/2018 26 234539094 icid sr169-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist%2C-Finance-Regis-Corporation-Minneapolis-MN-55401/10122923/2018%26%234539094?icid=sr169-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist 2c-machine-learning-covera-health-new-york-ny-10017/91088673/637168 icid sr276-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist%2C-Machine-Learning-Covera-Health-New-York-NY-10017/91088673/637168?icid=sr276-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist- 26 2345-clean-energy-genuent 2c-llc-rosemead-ca-91770/10228513/18 26 234505444 icid sr290-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Clean-Energy-Genuent%2C-LLC-Rosemead-CA-91770/10228513/18%26%234505444?icid=sr290-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist- 26 2345-dublin 2c-ireland-unitedhealth-group-dublin--/uhgbot/776640 icid sr274-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Dublin%2C-Ireland-UnitedHealth-Group-Dublin--/uhgbot/776640?icid=sr274-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist- 26 2345-e 26 2345commerce- 26 2347-adtech-cybercoders-new-york-ny-10001/cybercod/jo4 26 234514580331 icid sr325-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-E%26%2345Commerce-%26%2347-Adtech-CyberCoders-New-York-NY-10001/cybercod/JO4%26%234514580331?icid=sr325-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist- 26 2345-machine-learning- 26 2345-minnetonka-mn-unitedhealth-group-minnetonka-mn-55305/uhgbot/766403 icid sr339-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Machine-Learning-%26%2345-Minnetonka-MN-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/766403?icid=sr339-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist- 26 2345-statistics- 26 2345-minnetonka 2c-mn-unitedhealth-group-minnetonka-mn-55305/uhgbot/765459 icid sr340-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-%26%2345-Statistics-%26%2345-Minnetonka%2C-MN-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/765459?icid=sr340-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-100 26 2345160k- 28hadoop 26 2347scala 29-ibmg-solutions-inc -cincinnati-oh-45202/10232735/652883 icid sr335-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-100%26%2345160K-%28Hadoop%26%2347Scala%29-IBMG-Solutions-Inc.-Cincinnati-OH-45202/10232735/652883?icid=sr335-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-centura-health-centennial-co-80112/10301635/104539368 icid sr180-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Centura-Health-Centennial-CO-80112/10301635/104539368?icid=sr180-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-dallas-tx-75201/cybercod/gk2 26 234514865291 icid sr216-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Dallas-TX-75201/cybercod/GK2%26%234514865291?icid=sr216-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-hazlet-nj-07730/cybercod/rs2 26 234514455941 icid sr197-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Hazlet-NJ-07730/cybercod/RS2%26%234514455941?icid=sr197-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-indianapolis-in-46201/cybercod/gk2 26 234514865221 icid sr217-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Indianapolis-IN-46201/cybercod/GK2%26%234514865221?icid=sr217-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-los-altos-ca-94022/cybercod/sj2 26 2345ds 26 2345losalt1 icid sr230-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Los-Altos-CA-94022/cybercod/SJ2%26%2345DS%26%2345LosAlt1?icid=sr230-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-new-york-ny-10001/cybercod/rs2 26 234514623461 icid sr199-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-New-York-NY-10001/cybercod/RS2%26%234514623461?icid=sr199-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-new-york-ny-10001/cybercod/sj2 26 2345corpds 26 2345master 26 2345090820181 icid sr204-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-New-York-NY-10001/cybercod/SJ2%26%2345CorpDS%26%2345Master%26%2345090820181?icid=sr204-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-redwood-city-ca-94061/cybercod/mm21 26 234514627261 icid sr207-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Redwood-City-CA-94061/cybercod/MM21%26%234514627261?icid=sr207-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-san-francisco-ca-94101/cybercod/cg3 26 234514839711 icid sr213-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/CG3%26%234514839711?icid=sr213-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-san-francisco-ca-94101/cybercod/jg8 26 234514843611 icid sr224-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/JG8%26%234514843611?icid=sr224-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-san-francisco-ca-94101/cybercod/jg8 26 234514869831 icid sr222-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/JG8%26%234514869831?icid=sr222-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-san-francisco-ca-94101/cybercod/jg8 26 234514882841 icid sr223-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-San-Francisco-CA-94101/cybercod/JG8%26%234514882841?icid=sr223-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-seattle-wa-98101/cybercod/cb10 26 234514574014 icid sr201-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Seattle-WA-98101/cybercod/CB10%26%234514574014?icid=sr201-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-seattle-wa-98101/cybercod/sj2 26 2345sds 26 2345seattle 26 23451213171 icid sr233-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Seattle-WA-98101/cybercod/SJ2%26%2345SDS%26%2345Seattle%26%23451213171?icid=sr233-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-washington-dc-20001/cybercod/lp5 26 234514777611 icid sr200-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Washington-DC-20001/cybercod/LP5%26%234514777611?icid=sr200-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-cybercoders-washington-dc-20001/cybercod/lp5 26 234514798141 icid sr198-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-CyberCoders-Washington-DC-20001/cybercod/LP5%26%234514798141?icid=sr198-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-deloitte-arlington-va-22201/10106525/e19roscsrcsss027 26 2345hc icid sr157-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Deloitte-Arlington-VA-22201/10106525/E19ROSCSRCSSS027%26%2345HC?icid=sr157-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-engage2excel-san-francisco-ca-94104/rtl60836/633419 icid sr181-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Engage2Excel-San-Francisco-CA-94104/RTL60836/633419?icid=sr181-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-euclid-innovations-charlotte-nc-28201/10375704/627697 icid sr246-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Euclid-Innovations-Charlotte-NC-28201/10375704/627697?icid=sr246-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-lawrence-harvey-palo-alto-ca-94304/10333482/vac0013 26 2345msa icid sr191-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Lawrence-Harvey-Palo-Alto-CA-94304/10333482/VAC0013%26%2345MSA?icid=sr191-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-nthrive-htfd-ct-06101/501589903/24373 icid sr234-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-nThrive-Htfd-CT-06101/501589903/24373?icid=sr234-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-onstak-inc -san-jose-ca-95196/90887911/6870 icid sr249-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Onstak-Inc.-San-Jose-CA-95196/90887911/6870?icid=sr249-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-s 26p-global-new-york-ny-10001/rtx14fecf/238681 icid sr166-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-S%26P-Global-New-York-NY-10001/RTX14fecf/238681?icid=sr166-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-tessella-inc -collegeville-pa-19426/rtx1580e0/636292 icid sr158-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-Tessella-Inc.-Collegeville-PA-19426/RTX1580e0/636292?icid=sr158-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-with-phd-techpro-consulting-newark-nj-07194/90836405/658240 icid sr244-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-scientist-with-PHD-Techpro-Consulting-Newark-NJ-07194/90836405/658240?icid=sr244-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-data-scientist-world-fuel-services-corporation---/10187433/r3807 icid sr165-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Data-Scientist-World-Fuel-Services-Corporation---/10187433/R3807?icid=sr165-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-financial-data-scientist-cybercoders-washington-dc-20001/cybercod/sw3 26 234514876581 icid sr208-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Financial-Data-Scientist-CyberCoders-Washington-DC-20001/cybercod/SW3%26%234514876581?icid=sr208-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-machine-learning-engineer-ianuly-talent-accelerators-seattle-wa-98104/91073932/605614 icid sr409-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Machine-Learning-Engineer-Ianuly-Talent-Accelerators-Seattle-WA-98104/91073932/605614?icid=sr409-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-machine-learning-product-scientist-agoda-services-bangkok--10330/80154230/633579 icid sr370-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Machine-Learning-Product-Scientist-Agoda-Services-Bangkok--10330/80154230/633579?icid=sr370-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-principal-data-scientist- 26 2345-telecommute- 26 2345-central-or-eastern-time-zones-unitedhealth-group-minnetonka-mn-55305/uhgbot/784660 icid sr345-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Principal-Data-Scientist-%26%2345-Telecommute-%26%2345-Central-or-Eastern-Time-Zones-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/784660?icid=sr345-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-ruby-developer- 28javascript 2c-sql 2c-aws 29-cybercoders-san-luis-obispo-ca-93401/cybercod/dm7 26 234514481761 icid sr401-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Ruby-Developer-%28JavaScript%2C-SQL%2C-AWS%29-CyberCoders-San-Luis-Obispo-CA-93401/cybercod/DM7%26%234514481761?icid=sr401-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-security-data-scientist-delta-risk-llc-dulles-va-20166/10458571/27059929 icid sr184-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Security-Data-Scientist-Delta-Risk-LLC-Dulles-VA-20166/10458571/27059929?icid=sr184-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/senior-software-engineer- 26 2345-data-scientist- 26 2345-gurgaon 2c-hr-unitedhealth-group-gurgaon--/uhgbot/783214 icid sr336-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Senior-Software-Engineer-%26%2345-Data-Scientist-%26%2345-Gurgaon%2C-HR-UnitedHealth-Group-Gurgaon--/uhgbot/783214?icid=sr336-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/software-engineer- 26 2345-data-engineer-is 26t-consulting-group 2c-llc-houston-tx-77077/91085791/4060 icid sr408-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Software-Engineer-%26%2345-Data-Engineer-IS%26T-Consulting-Group%2C-LLC-Houston-TX-77077/91085791/4060?icid=sr408-14p&q=%22Data+Scientist%22&l=,False
